ds,y,VTI_6_days_ago,pct_change_6d,TPM_var,TDES_var,IPC_var,BC_var
2022-12-01,204.18,200.17,0.9175699521048575,0.0,-0.095,0.002,0.388
2022-12-02,203.99,201.39,0.5140746656018935,0.0,-0.092,0.017,-0.037
2022-12-03,203.99,201.39,0.5140746656018935,0.0,-0.092,0.017,-0.037
2022-12-04,203.99,201.39,0.5140746656018935,0.0,-0.092,0.017,-0.037
2022-12-05,199.98,201.54,1.6236385639370798,0.0,-0.092,0.017,-0.037
2022-12-06,196.98,198.27,0.3949567066686921,0.0,-0.093,0.017,-0.037
2022-12-07,196.66,197.96,-0.2318314686019507,0.0,-0.093,0.017,-0.037
2022-12-08,198.36,204.06,3.2796841785605713,0.0,-0.093,0.017,-0.037
2022-12-09,196.7,204.18,2.0032971973822367,0.0,-0.093,0.017,-0.037
2022-12-10,196.7,204.18,2.0032971973822367,0.0,-0.093,0.017,-0.037
2022-12-11,196.7,204.18,2.0032971973822367,0.0,-0.093,0.017,-0.037
2022-12-12,199.53,203.99,1.2910273598490507,0.0,-0.093,0.017,-0.037
2022-12-13,201.02,199.98,-0.7740398928252512,0.0,-0.093,0.017,-0.037
2022-12-14,199.9,196.98,-0.6506279316084274,0.0,-0.093,0.017,-0.037
2022-12-15,194.92,196.66,-0.656698322893523,13.055,-0.093,0.017,-0.037
2022-12-16,192.69,198.36,-2.7932960893854664,0.0,-0.093,0.017,-0.037
2022-12-17,192.69,198.36,-2.7932960893854664,0.0,-0.093,0.017,-0.037
2022-12-18,192.69,198.36,-2.7932960893854664,0.0,-0.093,0.017,-0.037
2022-12-19,190.75,196.7,-3.663434224703699,0.0,-0.094,0.017,-0.037
2022-12-20,191.15,199.53,-2.186381685376737,0.0,-0.094,0.017,-0.037
2022-12-21,194.04,201.02,0.5200520052005331,0.0,-0.094,0.017,-0.037
2022-12-22,190.37,199.9,1.4823839983754805,0.0,-0.094,0.017,-0.037
2022-12-23,191.42,194.92,-0.8847757551103452,0.0,-0.094,0.017,-0.037
2022-12-24,191.42,194.92,-0.8847757551103452,0.0,-0.094,0.017,-0.037
2022-12-25,191.42,194.92,-0.8847757551103452,0.0,-0.094,0.017,-0.037
2022-12-26,191.42,194.92,-0.8847757551103452,0.0,-0.094,0.017,-0.037
2022-12-27,190.62,192.69,-2.858439201451912,0.0,-0.094,0.017,-0.037
2022-12-28,188.22,190.75,-3.0249110320284656,0.0,-0.094,0.017,-0.037
2022-12-29,191.68,191.15,-4.1998696937803786,0.0,-0.095,0.017,-0.037
2022-12-30,191.19,194.04,-3.4722913142970935,0.0,-0.095,0.017,-0.037
2022-12-31,191.19,194.04,-3.4722913142970935,0.0,-0.095,0.017,-0.037
2023-01-01,191.19,194.04,-3.4722913142970935,0.0,-0.095,0.017,-0.037
2023-01-02,191.19,194.04,-3.4722913142970935,0.0,-0.095,0.017,-0.037
2023-01-03,190.41,190.37,-4.767383691845928,0.0,0.189,0.012,0.026
2023-01-04,192.1,191.42,-1.7956084547506634,0.0,0.189,0.012,0.026
2023-01-05,189.85,190.62,-1.0742643624474524,0.0,0.189,0.012,0.026
2023-01-06,194.04,188.22,-1.32634338138925,0.0,0.188,0.012,0.026
2023-01-07,194.04,188.22,-1.32634338138925,0.0,0.188,0.012,0.026
2023-01-08,194.04,188.22,-1.32634338138925,0.0,0.188,0.012,0.026
2023-01-09,194.12,191.68,0.2772691603452726,0.0,0.187,0.012,0.026
2023-01-10,195.65,191.19,-1.4687693259121781,0.0,0.187,0.012,0.026
2023-01-11,198.23,190.41,0.021011714030572115,0.0,0.187,0.012,0.026
2023-01-12,199.19,192.1,0.3552397868561208,0.0,0.186,0.012,0.026
2023-01-13,200.04,189.85,-0.403945021508767,0.0,0.186,0.012,0.026
2023-01-14,200.04,189.85,-0.403945021508767,0.0,0.186,0.012,0.026
2023-01-15,200.04,189.85,-0.403945021508767,0.0,0.186,0.012,0.026
2023-01-16,200.04,189.85,-0.403945021508767,0.0,0.186,0.012,0.026
2023-01-17,199.77,194.04,3.0921262352566092,0.0,0.185,0.012,0.026
2023-01-18,196.62,194.12,1.2729549248747807,0.0,0.184,0.012,0.026
2023-01-19,195.02,195.65,2.3327579894345973,0.0,0.184,0.012,0.026
2023-01-20,198.76,198.23,4.1069271571871235,0.0,0.183,0.012,0.026
2023-01-21,198.76,198.23,4.1069271571871235,0.0,0.183,0.012,0.026
2023-01-22,198.76,198.23,4.1069271571871235,0.0,0.183,0.012,0.026
2023-01-23,201.28,199.19,3.690786048932848,0.0,0.182,0.012,0.026
2023-01-24,200.95,200.04,5.3673953120884965,0.0,0.182,0.012,0.026
2023-01-25,201.05,199.77,2.952999381570809,0.0,0.182,0.012,0.026
2023-01-26,203.12,196.62,1.2878631774160265,0.0,0.181,0.012,0.026
2023-01-27,203.94,195.02,-0.3220035778175312,0.0,0.181,0.012,0.026
2023-01-28,203.94,195.02,-0.3220035778175312,0.0,0.181,0.012,0.026
2023-01-29,203.94,195.02,-0.3220035778175312,0.0,0.181,0.012,0.026
2023-01-30,201.21,198.76,0.2673661907884872,0.0,0.18,0.012,0.026
2023-01-31,204.43,201.28,1.0492494603142832,0.0,0.18,0.012,0.026
2023-02-01,206.92,200.95,0.45490901819635887,0.0,0.18,0.012,0.026
2023-02-02,210.01,201.05,0.6407368473744901,5.774,-0.099,0.003,-0.517
2023-02-03,207.84,203.12,3.30586918929916,0.0,-0.099,0.003,-0.519
2023-02-04,207.84,203.12,3.30586918929916,0.0,-0.099,0.003,-0.519
2023-02-05,207.84,203.12,3.30586918929916,0.0,-0.099,0.003,-0.519
2023-02-06,206.28,203.94,4.573889857450508,0.0,-0.1,0.003,-0.527
2023-02-07,208.88,201.21,1.232642382773208,0.0,-0.1,0.003,-0.53
2023-02-08,206.65,204.43,1.564984101748812,0.0,-0.1,0.003,-0.5329999999999999
2023-02-09,204.64,206.92,2.970888280666828,-0.218,-0.1,0.003,-0.536
2023-02-10,205.01,210.01,4.456602835115642,0.219,-0.1,0.003,-0.539
2023-02-11,205.01,210.01,4.456602835115642,0.219,-0.1,0.003,-0.539
2023-02-12,205.01,210.01,4.456602835115642,0.219,-0.1,0.003,-0.539
2023-02-13,207.45,207.84,2.323749507680195,0.0,-0.1,0.003,-0.5479999999999999
2023-02-14,207.53,206.28,1.1473962930273585,0.0,-0.1,0.003,-0.551
2023-02-15,208.46,208.88,3.8119377764524565,0.0,-0.101,0.003,-0.5539999999999999
2023-02-16,205.68,206.65,1.0859462896835037,0.0,-0.101,0.003,-0.557
2023-02-17,205.08,204.64,-1.1018751208196398,0.0,-0.101,0.003,-0.5599999999999999
2023-02-18,205.08,204.64,-1.1018751208196398,0.0,-0.101,0.003,-0.5599999999999999
2023-02-19,205.08,204.64,-1.1018751208196398,0.0,-0.101,0.003,-0.5599999999999999
2023-02-20,205.08,204.64,-1.1018751208196398,0.0,-0.101,0.003,-0.5599999999999999
2023-02-21,200.83,205.01,-2.380839007666302,0.0,-0.101,0.003,-0.573
2023-02-22,200.66,207.45,-0.18764434180139622,0.0,-0.101,0.003,-0.5760000000000001
2023-02-23,201.73,207.53,0.6059724646112041,0.0,-0.101,0.003,-0.579
2023-02-24,199.48,208.46,-0.20107238605897582,0.0,-0.101,0.003,-0.583
2023-02-25,199.48,208.46,-0.20107238605897582,0.0,-0.101,0.003,-0.583
2023-02-26,199.48,208.46,-0.20107238605897582,0.0,-0.101,0.003,-0.583
2023-02-27,200.19,205.68,-0.4693926929591141,-0.218,-0.10200000000000001,0.003,-0.5930000000000001
2023-02-28,199.52,205.08,0.21501172791245082,0.0,-0.10200000000000001,0.003,-0.597
2023-03-01,200.0,200.83,-2.0389249304911816,0.219,-0.10200000000000001,0.003,-0.6
2023-03-02,200.31,200.66,-3.2730778500843494,-0.218,-0.092,0.013999999999999999,0.6649999999999999
2023-03-03,203.57,201.73,-2.7947766587963274,0.0,-0.092,0.013999999999999999,0.661
2023-03-04,203.57,201.73,-2.7947766587963274,0.0,-0.092,0.013999999999999999,0.661
2023-03-05,203.57,201.73,-2.7947766587963274,0.0,-0.092,0.013999999999999999,0.661
2023-03-06,203.3,199.48,-4.3077808692315145,0.0,-0.093,0.013999999999999999,0.6479999999999999
2023-03-07,200.27,200.19,-2.6691948658109754,0.0,-0.093,0.013999999999999999,0.644
2023-03-08,200.53,199.52,-2.7111371172225507,0.0,-0.093,0.013999999999999999,0.639
2023-03-09,196.57,200.0,-0.4132848677986467,0.0,-0.093,0.013999999999999999,0.635
2023-03-10,193.26,200.31,-0.17442439948170962,0.0,-0.093,0.013999999999999999,0.631
2023-03-11,193.26,200.31,-0.17442439948170962,0.0,-0.093,0.013999999999999999,0.631
2023-03-12,193.26,200.31,-0.17442439948170962,0.0,-0.093,0.013999999999999999,0.631
2023-03-13,192.46,203.57,0.9121102463689024,0.219,-0.093,0.013999999999999999,0.62
2023-03-14,195.89,203.3,1.9149789452576726,0.0,-0.093,0.013999999999999999,0.616
2023-03-15,194.38,200.27,0.03996203606575488,0.0,-0.093,0.013999999999999999,0.612
2023-03-16,197.74,200.53,0.5062149157979201,0.0,-0.093,0.013999999999999999,0.608
2023-03-17,195.19,196.57,-1.7149999999999999,0.0,-0.093,0.013999999999999999,0.605
2023-03-18,195.19,196.57,-1.7149999999999999,0.0,-0.093,0.013999999999999999,0.605
2023-03-19,195.19,196.57,-1.7149999999999999,0.0,-0.093,0.013999999999999999,0.605
2023-03-20,196.89,193.26,-3.519544705706157,0.0,-0.094,0.013999999999999999,0.594
2023-03-21,199.7,192.46,-5.457582158471286,0.0,-0.094,0.013999999999999999,0.59
2023-03-22,196.13,195.89,-3.6448598130841225,0.0,-0.094,0.013999999999999999,0.587
2023-03-23,195.7,194.38,-2.941029610026469,5.459,-0.094,0.013999999999999999,0.584
2023-03-24,196.93,197.74,-1.391313020495677,0.0,-0.094,0.013999999999999999,0.58
2023-03-25,196.93,197.74,-1.391313020495677,0.0,-0.094,0.013999999999999999,0.58
2023-03-26,196.93,197.74,-1.391313020495677,0.0,-0.094,0.013999999999999999,0.58
2023-03-27,197.43,195.19,-0.7020399857557091,0.0,-0.094,0.013999999999999999,0.5700000000000001
2023-03-28,197.15,196.89,1.878298665010858,0.0,-0.094,0.013999999999999999,0.567
2023-03-29,199.99,199.7,3.761820638054658,0.0,-0.095,0.013999999999999999,0.5640000000000001
2023-03-30,201.07,196.13,0.12251773954770062,0.0,-0.095,0.013999999999999999,0.561
2023-03-31,204.1,195.7,0.6790822101039096,0.0,-0.095,0.013999999999999999,0.557
2023-04-01,204.1,195.7,0.6790822101039096,0.0,-0.095,0.013999999999999999,0.557
2023-04-02,204.1,195.7,0.6790822101039096,0.0,-0.095,0.013999999999999999,0.557
2023-04-03,204.64,196.93,-0.4096288055021713,0.0,0.293,0.004,-0.307
2023-04-04,203.27,197.43,1.1475997745786115,0.0,0.292,0.004,-0.308
2023-04-05,202.53,197.15,0.1320534308497212,0.0,0.292,0.004,-0.309
2023-04-06,203.2,199.99,0.1452178267401294,0.0,0.291,0.004,-0.31
2023-04-07,203.2,199.99,0.1452178267401294,0.0,0.291,0.004,-0.31
2023-04-08,203.2,199.99,0.1452178267401294,0.0,0.291,0.004,-0.31
2023-04-09,203.2,199.99,0.1452178267401294,0.0,0.291,0.004,-0.31
2023-04-10,203.66,201.07,2.518737572018548,0.0,0.28700000000000003,0.004,-0.314
2023-04-11,203.87,204.1,4.29228410832907,0.0,0.28700000000000003,0.004,-0.315
2023-04-12,203.01,204.64,3.9150967348803967,0.0,0.28600000000000003,0.004,-0.316
2023-04-13,205.65,203.27,2.9580104340779068,0.0,0.28500000000000003,0.004,-0.317
2023-04-14,205.08,202.53,2.728886634542227,0.0,0.28400000000000003,0.004,-0.318
2023-04-15,205.08,202.53,2.728886634542227,0.0,0.28400000000000003,0.004,-0.318
2023-04-16,205.08,202.53,2.728886634542227,0.0,0.28400000000000003,0.004,-0.318
2023-04-17,205.9,203.2,1.6050802540126918,0.0,0.28200000000000003,0.004,-0.321
2023-04-18,206.0,203.66,1.2881086188889501,0.0,0.281,0.004,-0.322
2023-04-19,206.1,203.87,-0.11268985791278441,0.0,0.27999999999999997,0.004,-0.32299999999999995
2023-04-20,204.82,203.01,-0.796520719311955,0.0,0.27899999999999997,0.004,-0.32399999999999995
2023-04-21,205.0,205.65,1.1708564962857215,0.0,0.27899999999999997,0.004,-0.325
2023-04-22,205.0,205.65,1.1708564962857215,0.0,0.27899999999999997,0.004,-0.325
2023-04-23,205.0,205.65,1.1708564962857215,0.0,0.27899999999999997,0.004,-0.325
2023-04-24,205.08,205.08,1.2590727299659266,0.0,0.27599999999999997,0.004,-0.329
2023-04-25,201.66,205.9,1.3287401574803237,0.0,0.27499999999999997,0.004,-0.33
2023-04-26,200.75,206.0,1.148973779829121,0.0,0.27499999999999997,0.004,-0.331
2023-04-27,204.52,206.1,1.0938343061754896,0.0,0.27399999999999997,0.004,-0.332
2023-04-28,206.3,204.82,0.8915816954829792,0.0,0.27299999999999996,0.004,-0.333
2023-04-29,206.3,204.82,0.8915816954829792,0.0,0.27299999999999996,0.004,-0.333
2023-04-30,206.3,204.82,0.8915816954829792,0.0,0.27299999999999996,0.004,-0.333
2023-05-01,206.2,205.0,-0.3160709944079798,0.0,0.271,0.004,-0.336
2023-05-02,203.68,205.08,0.0,0.0,-0.087,0.006999999999999999,-0.062
2023-05-03,202.49,201.66,-2.0592520641087964,0.0,-0.087,0.006999999999999999,-0.062
2023-05-04,200.98,200.75,-2.5485436893203928,5.176,-0.087,0.006999999999999999,-0.062
2023-05-05,204.69,204.52,-0.7666181465308064,0.0,-0.087,0.006999999999999999,-0.062
2023-05-06,204.69,204.52,-0.7666181465308064,0.0,-0.087,0.006999999999999999,-0.062
2023-05-07,204.69,204.52,-0.7666181465308064,0.0,-0.087,0.006999999999999999,-0.062
2023-05-08,204.91,206.3,0.7225856849917056,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-09,204.07,206.2,0.5853658536585371,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-10,204.97,203.68,-0.6826604251999213,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-11,204.7,202.49,0.41158385401169895,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-12,204.22,200.98,0.11457036114570496,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-13,204.22,200.98,0.11457036114570496,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-14,204.22,200.98,0.11457036114570496,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-15,205.09,204.69,0.08312145511439883,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-16,203.5,204.91,-0.6737760542898763,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-17,206.14,204.07,-1.0329776915615874,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-18,208.19,204.97,0.6333464257659127,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-19,207.69,204.7,1.0914119215763574,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-20,207.69,204.7,1.0914119215763574,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-21,207.69,204.7,1.0914119215763574,0.0,-0.08800000000000001,0.006999999999999999,-0.062
2023-05-22,208.05,204.22,1.6121007065379667,0.0,-0.089,0.006999999999999999,-0.062
2023-05-23,205.85,205.09,0.1954174605500958,0.0,-0.089,0.006999999999999999,-0.062
2023-05-24,204.26,203.5,-0.6881069737933676,0.0,-0.089,0.006999999999999999,-0.062
2023-05-25,205.65,206.14,1.0143578183956503,0.0,-0.089,0.006999999999999999,-0.062
2023-05-26,208.36,208.19,1.5709616041371888,0.0,-0.089,0.006999999999999999,-0.062
2023-05-27,208.36,208.19,1.5709616041371888,0.0,-0.089,0.006999999999999999,-0.062
2023-05-28,208.36,208.19,1.5709616041371888,0.0,-0.089,0.006999999999999999,-0.062
2023-05-29,208.36,208.19,1.5709616041371888,0.0,-0.089,0.006999999999999999,-0.062
2023-05-30,208.43,207.69,1.4606741573033766,0.0,-0.089,0.006999999999999999,-0.063
2023-05-31,207.18,208.05,1.875428459504458,0.0,-0.089,0.006999999999999999,-0.063
2023-06-01,209.25,205.85,0.3705690184796939,0.0,-0.09,0.006999999999999999,-0.063
2023-06-02,212.71,204.26,0.37346437346437167,0.0,-0.093,0.006999999999999999,-0.01
2023-06-03,212.71,204.26,0.37346437346437167,0.0,-0.093,0.006999999999999999,-0.01
2023-06-04,212.71,204.26,0.37346437346437167,0.0,-0.093,0.006999999999999999,-0.01
2023-06-05,212.15,205.65,-0.23770253225962046,0.0,-0.093,0.006999999999999999,-0.01
2023-06-06,213.12,208.36,0.08165617945146142,0.0,-0.093,0.006999999999999999,-0.01
2023-06-07,212.7,208.43,0.35630025518802455,0.0,-0.093,0.006999999999999999,-0.01
2023-06-08,213.7,207.18,-0.41816870944484386,0.0,-0.093,0.006999999999999999,-0.01
2023-06-09,213.93,209.25,1.6516881224192481,0.0,-0.093,0.006999999999999999,-0.01
2023-06-10,213.93,209.25,1.6516881224192481,0.0,-0.093,0.006999999999999999,-0.01
2023-06-11,213.93,209.25,1.6516881224192481,0.0,-0.093,0.006999999999999999,-0.01
2023-06-12,215.85,212.71,4.136884363066695,0.0,-0.093,0.006999999999999999,-0.01
2023-06-13,217.44,212.15,3.1607099440797537,0.0,-0.094,0.006999999999999999,-0.01
2023-06-14,217.44,213.12,2.2845075830293604,0.0,-0.094,0.006999999999999999,-0.01
2023-06-15,220.09,212.7,2.048649426666027,-0.197,-0.094,0.006999999999999999,-0.01
2023-06-16,219.26,213.7,3.147021913312087,0.197,-0.094,0.006999999999999999,-0.01
2023-06-17,219.26,213.7,3.147021913312087,0.197,-0.094,0.006999999999999999,-0.01
2023-06-18,219.26,213.7,3.147021913312087,0.197,-0.094,0.006999999999999999,-0.01
2023-06-19,219.26,213.7,3.147021913312087,0.197,-0.094,0.006999999999999999,-0.01
2023-06-20,218.18,213.93,2.236559139784955,-0.197,-0.094,0.006999999999999999,-0.01
2023-06-21,216.98,215.85,1.4761882375064594,0.0,-0.094,0.006999999999999999,-0.01
2023-06-22,217.56,217.44,2.4935187367428613,0.0,-0.094,0.006999999999999999,-0.01
2023-06-23,214.94,217.44,2.0270270270270174,0.0,-0.094,0.006999999999999999,-0.01
2023-06-24,214.94,217.44,2.0270270270270174,0.0,-0.094,0.006999999999999999,-0.01
2023-06-25,214.94,217.44,2.0270270270270174,0.0,-0.094,0.006999999999999999,-0.01
2023-06-26,214.19,220.09,3.4743770568876453,0.0,-0.095,0.006999999999999999,-0.01
2023-06-27,216.8,219.26,2.6017781937295315,0.0,-0.095,0.006999999999999999,-0.01
2023-06-28,216.98,218.18,1.9866311410274395,0.0,-0.095,0.006999999999999999,-0.01
2023-06-29,218.02,216.98,0.5235116979383836,0.0,-0.095,0.006999999999999999,-0.01
2023-06-30,220.28,217.56,0.055187637969100756,0.197,-0.095,0.006999999999999999,-0.01
2023-07-01,220.28,217.56,0.055187637969100756,0.197,-0.095,0.006999999999999999,-0.01
2023-07-02,220.28,217.56,0.055187637969100756,0.197,-0.095,0.006999999999999999,-0.01
2023-07-03,220.94,214.94,-1.1497424576894733,0.0,0.27599999999999997,0.017,-0.249
2023-07-04,220.94,214.94,-1.1497424576894733,0.0,0.27599999999999997,0.017,-0.249
2023-07-05,220.27,214.19,-2.6807215230133186,0.0,0.27399999999999997,0.017,-0.25
2023-07-06,218.31,216.8,-1.121955669068675,0.0,0.27299999999999996,0.016,-0.251
2023-07-07,218.04,216.98,-0.5500045833715328,0.0,0.27299999999999996,0.016,-0.252
2023-07-08,218.04,216.98,-0.5500045833715328,0.0,0.27299999999999996,0.016,-0.252
2023-07-09,218.04,216.98,-0.5500045833715328,0.0,0.27299999999999996,0.016,-0.252
2023-07-10,218.99,218.02,0.4793068485574814,-0.197,0.271,0.016,-0.253
2023-07-11,220.71,220.28,1.2502298216583885,0.197,0.27,0.016,-0.254
2023-07-12,222.4,220.94,2.7914766911696365,0.0,0.269,0.016,-0.255
2023-07-13,224.28,220.27,2.838601241888039,0.0,0.268,0.016,-0.255
2023-07-14,223.95,218.31,0.6964944649446414,0.0,0.268,0.016,-0.256
2023-07-15,223.95,218.31,0.6964944649446414,0.0,0.268,0.016,-0.256
2023-07-16,223.95,218.31,0.6964944649446414,0.0,0.268,0.016,-0.256
2023-07-17,224.8,218.04,0.48852428795280733,0.0,0.265,0.016,-0.258
2023-07-18,226.59,218.99,0.4449133107054415,0.0,0.265,0.016,-0.259
2023-07-19,227.18,220.71,0.19520610132559568,0.0,0.264,0.016,-0.259
2023-07-20,225.54,222.4,0.6608128903774713,0.0,0.263,0.016,-0.26
2023-07-21,225.52,224.28,1.8204930312797796,0.0,0.263,0.016,-0.261
2023-07-22,225.52,224.28,1.8204930312797796,0.0,0.263,0.016,-0.261
2023-07-23,225.52,224.28,1.8204930312797796,0.0,0.263,0.016,-0.261
2023-07-24,226.32,223.95,2.5834822042050343,0.0,0.261,0.016,-0.263
2023-07-25,226.89,224.8,3.10034855989727,0.0,0.26,0.016,-0.264
2023-07-26,227.06,226.59,3.4704781040230115,0.0,0.259,0.016,-0.264
2023-07-27,225.31,227.18,2.9314485070907503,4.920999999999999,0.259,0.016,-0.265
2023-07-28,227.66,225.54,1.4118705035971235,0.0,0.258,0.016,-0.266
