,date,value,name
883,2020-01-01,3.5,TDES
884,2020-02-01,3.5,TDES
885,2020-03-01,4.4,TDES
886,2020-04-01,14.7,TDES
887,2020-04-01,14.8,TDES
888,2020-04-01,14.7,TDES
889,2020-05-01,13.3,TDES
890,2020-05-01,13.2,TDES
891,2020-06-01,11.1,TDES
892,2020-06-01,11.0,TDES
893,2020-07-01,10.2,TDES
894,2020-08-01,8.4,TDES
895,2020-09-01,7.9,TDES
896,2020-09-01,7.8,TDES
897,2020-09-01,7.9,TDES
898,2020-10-01,6.9,TDES
899,2020-11-01,6.7,TDES
900,2020-12-01,6.7,TDES
901,2021-01-01,6.3,TDES
902,2021-01-01,6.4,TDES
903,2021-01-01,6.3,TDES
904,2021-02-01,6.2,TDES
905,2021-03-01,6.0,TDES
906,2021-03-01,6.1,TDES
907,2021-04-01,6.1,TDES
908,2021-04-01,6.0,TDES
909,2021-04-01,6.1,TDES
910,2021-05-01,5.8,TDES
911,2021-06-01,5.9,TDES
912,2021-07-01,5.4,TDES
913,2021-08-01,5.2,TDES
914,2021-09-01,4.8,TDES
915,2021-09-01,4.7,TDES
916,2021-09-01,4.8,TDES
917,2021-10-01,4.6,TDES
918,2021-10-01,4.5,TDES
919,2021-11-01,4.2,TDES
920,2021-12-01,3.9,TDES
921,2022-01-01,4.0,TDES
922,2022-02-01,3.8,TDES
923,2022-03-01,3.6,TDES
924,2022-04-01,3.6,TDES
925,2022-05-01,3.6,TDES
926,2022-06-01,3.6,TDES
927,2022-07-01,3.5,TDES
928,2022-08-01,3.7,TDES
929,2022-09-01,3.5,TDES
930,2022-10-01,3.7,TDES
931,2022-11-01,3.7,TDES
932,2022-11-01,3.6,TDES
933,2022-12-01,3.5,TDES
934,2023-01-01,3.4,TDES
935,2023-02-01,3.6,TDES
936,2023-03-01,3.5,TDES
937,2023-04-01,3.4,TDES
938,2023-05-01,3.7,TDES
939,2023-06-01,3.6,TDES
940,2023-07-01,3.5,TDES
941,2023-08-01,3.8,TDES
942,2023-09-01,3.8,TDES
943,2023-10-01,3.9,TDES
944,2023-11-01,3.7,TDES
