,ds,y,VTI_5_days_ago,pct_change_5d,TPM_var,TDES_var,IPC_var,BC_var
564,2024-06-17,268.72,263.83,1.2705358513741771,0.0,0.159,0.005,0.259
565,2024-06-18,269.4,264.28,1.4549502859994456,0.0,0.158,0.005,0.258
566,2024-06-19,269.4,264.28,1.4549502859994456,0.0,0.158,0.005,0.258
567,2024-06-20,268.72,266.77,1.171875,0.0,0.158,0.005,0.257
568,2024-06-21,268.31,266.89,1.3057506168153266,0.0,0.158,0.005,0.256
569,2024-06-22,268.31,266.89,1.3057506168153266,0.0,0.158,0.005,0.256
570,2024-06-23,268.31,266.89,1.3057506168153266,0.0,0.158,0.005,0.256
571,2024-06-24,267.86,266.69,1.4223236356721847,0.0,0.157,0.005,0.254
572,2024-06-25,268.74,268.72,1.8534662472046604,0.0,0.157,0.005,0.254
573,2024-06-26,268.73,269.4,1.937339185712128,0.0,0.156,0.005,0.253
574,2024-06-27,269.38,268.72,0.7309667503842432,0.0,0.156,0.005,0.252
575,2024-06-28,267.51,268.31,0.5320544044362885,0.0,0.156,0.005,0.252
576,2024-06-29,267.51,268.31,0.5320544044362885,0.0,0.156,0.005,0.252
577,2024-06-30,267.51,268.31,0.5320544044362885,0.0,0.156,0.005,0.252
578,2024-07-01,268.05,267.86,0.4387116127338997,0.0,0.155,0.005,0.25
579,2024-07-02,269.6,268.74,0.007442691277148583,0.0,-0.075,0.006,-0.332
580,2024-07-03,270.71,268.73,-0.24870081662953236,0.0,-0.075,0.006,-0.333
581,2024-07-04,270.71,268.73,-0.24870081662953236,0.0,-0.075,0.006,-0.333
582,2024-07-05,272.12,269.38,0.24560881214645836,0.0,-0.075,0.006,-0.336
583,2024-07-06,272.12,269.38,0.24560881214645836,0.0,-0.075,0.006,-0.336
584,2024-07-07,272.12,269.38,0.24560881214645836,0.0,-0.075,0.006,-0.336
585,2024-07-08,272.49,267.51,-0.29816257314301264,0.0,-0.075,0.006,-0.33899999999999997
586,2024-07-09,272.42,268.05,0.07093257671917375,0.0,-0.075,0.006,-0.33999999999999997
587,2024-07-10,275.06,269.6,0.3200119074198149,0.0,-0.075,0.006,-0.34099999999999997
588,2024-07-11,273.83,270.71,0.7367990176012862,0.0,-0.076,0.006,-0.34299999999999997
589,2024-07-12,275.64,272.12,1.0171504937263487,0.0,-0.076,0.006,-0.344
590,2024-07-13,275.64,272.12,1.0171504937263487,0.0,-0.076,0.006,-0.344
591,2024-07-14,275.64,272.12,1.0171504937263487,0.0,-0.076,0.006,-0.344
592,2024-07-15,276.82,272.49,1.8616126499944041,0.0,-0.076,0.006,-0.347
593,2024-07-16,279.1,272.42,1.630292855810489,0.0,-0.076,0.006,-0.349
594,2024-07-17,275.16,275.06,2.0252225519287848,0.0,-0.076,0.006,-0.35000000000000003
595,2024-07-18,272.76,273.83,1.1525248420819256,0.0,-0.076,0.006,-0.35100000000000003
596,2024-07-19,271.06,275.64,1.2935469645744435,0.0,-0.076,0.006,-0.35200000000000004
597,2024-07-20,271.06,275.64,1.2935469645744435,0.0,-0.076,0.006,-0.35200000000000004
598,2024-07-21,271.06,275.64,1.2935469645744435,0.0,-0.076,0.006,-0.35200000000000004
599,2024-07-22,273.89,276.82,1.589049139417953,0.0,-0.076,0.006,-0.356
600,2024-07-23,273.69,279.1,2.4520960281917636,0.0,-0.076,0.006,-0.357
601,2024-07-24,267.53,275.16,0.03635570420998935,0.0,-0.076,0.006,-0.359
602,2024-07-25,266.5,272.76,-0.3907533871379987,0.0,-0.076,0.006,-0.36
603,2024-07-26,269.69,271.06,-1.6615875780002898,0.0,-0.076,0.006,-0.361
604,2024-07-27,269.69,271.06,-1.6615875780002898,0.0,-0.076,0.006,-0.361
605,2024-07-28,269.69,271.06,-1.6615875780002898,0.0,-0.076,0.006,-0.361
606,2024-07-29,269.71,273.89,-1.058449533993211,0.0,-0.077,0.006,-0.365
607,2024-07-30,268.59,273.69,-1.938373342887867,0.0,-0.077,0.006,-0.366
608,2024-07-31,272.57,267.53,-2.7729321122256345,0.0,-0.077,0.006,-0.368
609,2024-08-01,268.3,266.5,-2.29505792638216,0.0,-0.077,0.006,-0.369
610,2024-08-02,262.9,269.69,-0.5054231535453368,0.0,-0.077,0.006,0.618
611,2024-08-03,262.9,269.69,-0.5054231535453368,0.0,-0.077,0.006,0.618
612,2024-08-04,262.9,269.69,-0.5054231535453368,0.0,-0.077,0.006,0.618
613,2024-08-05,255.18,269.71,-1.526160137281396,0.0,-0.077,0.006,0.607
614,2024-08-06,257.77,268.59,-1.8634221199167023,0.0,-0.077,0.006,0.604
615,2024-08-07,255.8,272.57,1.8839008709303773,0.0,-0.077,0.006,0.6
616,2024-08-08,261.79,268.3,0.6754221388367787,0.0,-0.077,0.006,0.596
617,2024-08-09,262.92,262.9,-2.517705513738,0.0,-0.077,0.006,0.5930000000000001
618,2024-08-10,262.92,262.9,-2.517705513738,0.0,-0.077,0.006,0.5930000000000001
619,2024-08-11,262.92,262.9,-2.517705513738,0.0,-0.077,0.006,0.5930000000000001
620,2024-08-12,262.75,255.18,-5.387267806162166,0.0,-0.077,0.006,0.582
621,2024-08-13,267.12,257.77,-4.028444841580104,0.0,-0.077,0.006,0.579
622,2024-08-14,267.88,255.8,-6.152547969328969,0.0,-0.078,0.006,0.5760000000000001
623,2024-08-15,272.52,261.79,-2.42638837122624,0.0,-0.078,0.006,0.5720000000000001
624,2024-08-16,273.17,262.92,0.007607455306213318,0.0,-0.078,0.006,0.569
625,2024-08-17,273.17,262.92,0.007607455306213318,0.0,-0.078,0.006,0.569
626,2024-08-18,273.17,262.92,0.007607455306213318,0.0,-0.078,0.006,0.569
627,2024-08-19,275.75,262.75,2.966533427384599,0.0,-0.078,0.006,0.5599999999999999
628,2024-08-20,275.08,267.12,3.62726461574272,0.0,-0.078,0.006,0.557
629,2024-08-21,276.46,267.88,4.722439405785761,0.0,-0.078,0.006,0.553
630,2024-08-22,274.12,272.52,4.098705068948383,0.0,-0.078,0.006,0.5499999999999999
631,2024-08-23,277.59,273.17,3.8985242659363983,0.0,-0.078,0.006,0.547
632,2024-08-24,277.59,273.17,3.8985242659363983,0.0,-0.078,0.006,0.547
633,2024-08-25,277.59,273.17,3.8985242659363983,0.0,-0.078,0.006,0.547
634,2024-08-26,276.89,275.75,4.947668886774492,0.0,-0.078,0.006,0.539
635,2024-08-27,277.14,275.08,2.9799341120095857,0.0,-0.078,0.006,0.536
636,2024-08-28,275.45,276.46,3.2029266835896575,0.0,-0.078,0.006,0.5329999999999999
637,2024-08-29,275.72,274.12,0.5871128724497465,0.0,-0.078,0.006,0.53
638,2024-08-30,278.38,277.59,1.618040048321534,0.0,-0.078,0.006,0.527
639,2024-08-31,278.38,277.59,1.618040048321534,0.0,-0.078,0.006,0.527
640,2024-09-01,278.38,277.59,1.618040048321534,0.0,-0.078,0.006,0.527
641,2024-09-02,278.38,277.59,1.618040048321534,0.0,-0.078,0.006,0.527
642,2024-09-03,272.39,276.89,0.41341795104261614,0.0,0.0,0.006,0.522
643,2024-09-04,271.78,277.14,0.7488730551112432,0.0,0.0,0.006,0.522
644,2024-09-05,270.94,275.45,-0.3653331404181448,0.0,0.0,0.006,0.522
645,2024-09-06,266.44,275.72,0.5836859769444036,0.0,0.0,0.006,0.522
646,2024-09-07,266.44,275.72,0.5836859769444036,0.0,0.0,0.006,0.522
647,2024-09-08,266.44,275.72,0.5836859769444036,0.0,0.0,0.006,0.522
648,2024-09-09,269.29,278.38,0.28459238445188717,0.0,0.0,0.006,0.522
649,2024-09-10,270.34,272.39,-1.6251941204088238,0.0,0.0,0.006,0.522
650,2024-09-11,273.03,271.78,-1.9340405571191543,0.0,0.0,0.006,0.522
651,2024-09-12,275.3,270.94,-1.6373207478671215,0.0,0.0,0.006,0.522
652,2024-09-13,277.22,266.44,-3.3657333526766364,0.0,0.0,0.006,0.522
653,2024-09-14,277.22,266.44,-3.3657333526766364,0.0,0.0,0.006,0.522
654,2024-09-15,277.22,266.44,-3.3657333526766364,0.0,0.0,0.006,0.522
655,2024-09-16,277.77,269.29,-3.2653207845391052,0.0,0.0,0.006,0.522
656,2024-09-17,278.05,270.34,-0.7525973787584017,0.0,0.0,0.006,0.522
657,2024-09-18,277.35,273.03,0.4599308264036983,0.0,0.0,0.006,0.522
658,2024-09-19,282.05,275.3,1.6092123717428297,-9.381,0.0,0.006,0.522
659,2024-09-20,281.46,277.22,4.045939048190972,0.0,0.0,0.006,0.522
660,2024-09-21,281.46,277.22,4.045939048190972,0.0,0.0,0.006,0.522
661,2024-09-22,281.46,277.22,4.045939048190972,0.0,0.0,0.006,0.522
662,2024-09-23,282.16,277.77,3.1490215009840616,0.0,0.0,0.006,0.522
663,2024-09-24,282.87,278.05,2.8519641932381656,0.0,0.0,0.006,0.522
664,2024-09-25,281.94,277.35,1.5822437094825004,0.0,0.0,0.006,0.522
665,2024-09-26,283.2,282.05,2.451870686523794,0.0,0.0,0.006,0.522
666,2024-09-27,282.05,281.46,1.529471178125652,0.0,0.0,0.006,0.522
667,2024-09-28,282.05,281.46,1.529471178125652,0.0,0.0,0.006,0.522
668,2024-09-29,282.05,281.46,1.529471178125652,0.0,0.0,0.006,0.522
669,2024-09-30,283.16,282.16,1.5804442524390838,0.0,0.0,0.006,0.522
670,2024-10-01,280.58,282.87,1.733501168854512,0.0,0.0,0.006,0.522
671,2024-10-02,280.64,281.94,1.65494862087614,0.0,0.0,0.006,0.522
672,2024-10-03,280.04,283.2,0.4077291260414784,0.0,0.0,0.006,0.522
673,2024-10-04,282.75,282.05,0.20962126056989216,0.0,0.0,0.006,0.522
674,2024-10-05,282.75,282.05,0.20962126056989216,0.0,0.0,0.006,0.522
675,2024-10-06,282.75,282.05,0.20962126056989216,0.0,0.0,0.006,0.522
676,2024-10-07,280.17,283.16,0.35440884604480694,0.0,0.0,0.006,0.522
677,2024-10-08,282.53,280.58,-0.8095591614522668,0.0,0.0,0.006,0.522
678,2024-10-09,284.5,280.64,-0.461091012272119,0.0,0.0,0.006,0.522
679,2024-10-10,283.91,280.04,-1.115819209039537,0.0,0.0,0.006,0.522
680,2024-10-11,286.11,282.75,0.24818294628612403,0.0,0.0,0.006,0.522
681,2024-10-12,286.11,282.75,0.24818294628612403,0.0,0.0,0.006,0.522
682,2024-10-13,286.11,282.75,0.24818294628612403,0.0,0.0,0.006,0.522
683,2024-10-14,288.34,280.17,-1.0559401045345473,0.0,0.0,0.006,0.522
684,2024-10-15,286.36,282.53,0.6949889514576979,0.0,0.0,0.006,0.522
685,2024-10-16,287.82,284.5,1.3754275940706995,0.0,0.0,0.006,0.522
686,2024-10-17,287.76,283.91,1.3819454363662276,0.0,0.0,0.006,0.522
687,2024-10-18,288.89,286.11,1.1883289124668517,0.0,0.0,0.006,0.522
688,2024-10-19,288.89,286.11,1.1883289124668517,0.0,0.0,0.006,0.522
689,2024-10-20,288.89,286.11,1.1883289124668517,0.0,0.0,0.006,0.522
690,2024-10-21,287.98,288.34,2.9160866616696923,0.0,0.0,0.006,0.522
691,2024-10-22,287.65,286.36,1.3556082539907477,0.0,0.0,0.006,0.522
692,2024-10-23,285.05,287.82,1.1669595782073827,0.0,0.0,0.006,0.522
693,2024-10-24,285.81,287.76,1.356063541263075,0.0,0.0,0.006,0.522
694,2024-10-25,285.54,288.89,0.9716542588514843,0.0,0.0,0.006,0.522
695,2024-10-26,285.54,288.89,0.9716542588514843,0.0,0.0,0.006,0.522
696,2024-10-27,285.54,288.89,0.9716542588514843,0.0,0.0,0.006,0.522
697,2024-10-28,286.7,287.98,-0.12485260456404079,0.0,0.0,0.006,0.522
698,2024-10-29,287.08,287.65,0.4504819108813951,0.0,0.0,0.006,0.522
699,2024-10-30,286.37,285.05,-0.962407059968029,0.0,0.0,0.006,0.522
700,2024-10-31,281.03,285.81,-0.6776480400333518,0.0,0.0,0.006,0.522
701,2024-11-01,282.23,285.54,-1.159610924573351,0.0,0.0,0.006,0.522
702,2024-11-02,282.23,285.54,-1.159610924573351,0.0,0.0,0.006,0.522
703,2024-11-03,282.23,285.54,-1.159610924573351,0.0,0.0,0.006,0.522
704,2024-11-04,281.72,286.7,-0.44447531078548597,0.0,0.0,0.006,0.522
705,2024-11-05,285.3,287.08,-0.19815748305231917,0.0,0.0,0.006,0.522
706,2024-11-06,293.28,286.37,0.46307665321874136,0.0,0.0,0.006,0.522
707,2024-11-07,295.33,281.03,-1.6724397326895568,0.0,0.0,0.006,0.522
708,2024-11-08,296.71,282.23,-1.1592071163409656,0.0,0.0,0.006,0.522
